source	target	strength	group1	group2
Bacteroides_xylanisolvens	Gemmiger	0	DiseaseEnriched	Core
Bacteroides_xylanisolvens	Hydrotalea	0	DiseaseEnriched	DiseaseEnriched
Bacteroides_xylanisolvens	Methylobacterium	0	DiseaseEnriched	DiseaseEnriched
Bacteroides_xylanisolvens	Parabacteroides	1	DiseaseEnriched	DiseaseEnriched
Bacteroides_xylanisolvens	Shewanella	0	DiseaseEnriched	DiseaseEnriched
Bacteroides_xylanisolvens	Bacteroides_fragilis	1	DiseaseEnriched	DiseaseEnriched
Bacteroides_xylanisolvens	Bacteroides_stercoris	1	DiseaseEnriched	DiseaseEnriched
Bacteroides_xylanisolvens	Bacteroides_thetaiotaomicron	1	DiseaseEnriched	DiseaseEnriched
Bacteroides_xylanisolvens	Bacteroides_uniformis	1	DiseaseEnriched	DiseaseEnriched
Bacteroides_xylanisolvens	Bacteroides_vulgatus	1	DiseaseEnriched	DiseaseEnriched
Bacteroides_xylanisolvens	Chitinibacter_tainanensis	0	DiseaseEnriched	DiseaseEnriched
Bacteroides_xylanisolvens	Hydrotalea_flava	0	DiseaseEnriched	DiseaseEnriched
Bacteroides_xylanisolvens	Methylobacterium_aquaticum	0	DiseaseEnriched	DiseaseEnriched
Bacteroides_xylanisolvens	Parabacteroides_distasonis	1	DiseaseEnriched	DiseaseEnriched
Bacteroides_xylanisolvens	Shewanella_amazonensis	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Alloprevotella	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Bifidobacterium	1	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Chitinibacter	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Escherichia	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Gemella	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Hydrotalea	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Lactobacillus	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Methylobacterium	1	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Parabacteroides	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Sediminibacterium	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Shewanella	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Streptococcus	1	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Veillonella	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Bacteroides_coprocola	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Bacteroides_fragilis	1	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Bacteroides_stercoris	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Bacteroides_thetaiotaomicron	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Bacteroides_uniformis	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Bacteroides_vulgatus	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Bifidobacterium_longum	1	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Chitinibacter_tainanensis	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Escherichia_coli	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Gemella_haemolysans	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Gemella_sanguinis	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Hydrotalea_flava	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Lactobacillus_delbrueckii	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Methylobacterium_aquaticum	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Parabacteroides_distasonis	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Ruminococcus_gnavus	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Sediminibacterium_salmoneum	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Shewanella_amazonensis	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Streptococcus_thermophilus	1	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Veillonella_dispar	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Veillonella_parvula	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_breve	Blumeria	0	DiseaseEnriched	Fungome
Bifidobacterium_longum	Bifidobacterium	1	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_longum	Dialister	0	DiseaseEnriched	Core
Bifidobacterium_longum	Escherichia	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_longum	Eubacterium	0	DiseaseEnriched	Core
Bifidobacterium_longum	Faecalibacterium	0	DiseaseEnriched	Core
Bifidobacterium_longum	Gemella	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_longum	Hydrotalea	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_longum	Lactobacillus	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_longum	Megamonas	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_longum	Methylobacterium	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_longum	Parabacteroides	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_longum	Streptococcus	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_longum	Sutterella	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_longum	Veillonella	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_longum	Bacteroides_coprocola	1	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_longum	Bacteroides_fragilis	1	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_longum	Bacteroides_stercoris	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_longum	Bacteroides_thetaiotaomicron	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_longum	Bacteroides_vulgatus	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_longum	Bifidobacterium_breve	1	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_longum	Escherichia_coli	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_longum	Gemella_haemolysans	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_longum	Hydrotalea_flava	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_longum	Lactobacillus_delbrueckii	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_longum	Megamonas_funiformis	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_longum	Methylobacterium_aquaticum	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_longum	Parabacteroides_distasonis	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_longum	Ruminococcus_gnavus	1	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_longum	Streptococcus_thermophilus	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_longum	Sutterella_wadsworthensis	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_longum	Veillonella_dispar	0	DiseaseEnriched	DiseaseEnriched
Bifidobacterium_longum	Blumeria	0	DiseaseEnriched	Fungome
Blautia_faecis	Anaerostipes	1	Core	Core
Blautia_faecis	Blautia	1	Core	Core
Blautia_faecis	Coprococcus	1	Core	Core
Blautia_faecis	Dialister	0	Core	Core
Blautia_faecis	Dorea	0	Core	Core
Blautia_faecis	Eubacterium	1	Core	Core
Blautia_faecis	Faecalibacterium	1	Core	Core
Blautia_faecis	Gemmiger	1	Core	Core
Blautia_faecis	Odoribacter	0	Core	Peripheral
Blautia_faecis	Roseburia	1	Core	Core
Blautia_faecis	Blautia_luti	1	Core	Core
Blautia_faecis	Coprococcus_catus	1	Core	Core
Blautia_faecis	Coprococcus_comes	1	Core	Core
Blautia_faecis	Dialister_succinatiphilus	0	Core	Core
Blautia_faecis	Dorea_formicigenerans	1	Core	Core
Blautia_faecis	Dorea_longicatena	0	Core	Core
Blautia_faecis	Eubacterium_biforme	0	Core	Core
Blautia_faecis	Eubacterium_desmolans	1	Core	Core
Blautia_faecis	Eubacterium_hallii	1	Core	Core
Blautia_faecis	Eubacterium_ramulus	1	Core	Core
Blautia_faecis	Eubacterium_rectale	0	Core	Core
Blautia_faecis	Odoribacter_splanchnicus	0	Core	Peripheral
Blautia_faecis	Roseburia_inulinivorans	0	Core	Core
Blautia_faecis	Ruminococcus_obeum	1	Core	Core
Blautia_faecis	Ruminococcus_torques	1	Core	Core
Blautia_luti	Alistipes	1	Core	Peripheral
Blautia_luti	Anaerostipes	1	Core	Core
Blautia_luti	Blautia	1	Core	Core
Blautia_luti	Coprococcus	0	Core	Core
Blautia_luti	Dialister	0	Core	Core
Blautia_luti	Dorea	0	Core	Core
Blautia_luti	Eubacterium	1	Core	Core
Blautia_luti	Gemmiger	1	Core	Core
Blautia_luti	Roseburia	0	Core	Core
Blautia_luti	Blautia_faecis	1	Core	Core
Blautia_luti	Coprococcus_catus	1	Core	Core
Blautia_luti	Coprococcus_comes	1	Core	Core
Blautia_luti	Dorea_formicigenerans	1	Core	Core
Blautia_luti	Dorea_longicatena	0	Core	Core
Blautia_luti	Eubacterium_desmolans	0	Core	Core
Blautia_luti	Eubacterium_hallii	1	Core	Core
Blautia_luti	Eubacterium_rectale	0	Core	Core
Blautia_luti	Lactobacillus_ruminis	0	Core	Core
Blautia_luti	Odoribacter_splanchnicus	1	Core	Peripheral
Blautia_luti	Roseburia_inulinivorans	0	Core	Core
Blautia_luti	Ruminococcus_lactaris	1	Core	Core
Blautia_luti	Ruminococcus_torques	1	Core	Core
Chitinibacter_tainanensis	Chitinibacter	0	DiseaseEnriched	DiseaseEnriched
Chitinibacter_tainanensis	Gemella	0	DiseaseEnriched	DiseaseEnriched
Chitinibacter_tainanensis	Hydrotalea	0	DiseaseEnriched	DiseaseEnriched
Chitinibacter_tainanensis	Methylobacterium	0	DiseaseEnriched	DiseaseEnriched
Chitinibacter_tainanensis	Sediminibacterium	0	DiseaseEnriched	DiseaseEnriched
Chitinibacter_tainanensis	Shewanella	0	DiseaseEnriched	DiseaseEnriched
Chitinibacter_tainanensis	Bacteroides_coprocola	0	DiseaseEnriched	DiseaseEnriched
Chitinibacter_tainanensis	Bacteroides_fragilis	0	DiseaseEnriched	DiseaseEnriched
Chitinibacter_tainanensis	Bacteroides_stercoris	0	DiseaseEnriched	DiseaseEnriched
Chitinibacter_tainanensis	Bacteroides_xylanisolvens	0	DiseaseEnriched	DiseaseEnriched
Chitinibacter_tainanensis	Bifidobacterium_breve	0	DiseaseEnriched	DiseaseEnriched
Chitinibacter_tainanensis	Clostridium_innocuum	0	DiseaseEnriched	DiseaseEnriched
Chitinibacter_tainanensis	Gemella_haemolysans	0	DiseaseEnriched	DiseaseEnriched
Chitinibacter_tainanensis	Hydrotalea_flava	0	DiseaseEnriched	DiseaseEnriched
Chitinibacter_tainanensis	Lactobacillus_delbrueckii	0	DiseaseEnriched	DiseaseEnriched
Chitinibacter_tainanensis	Methylobacterium_aquaticum	0	DiseaseEnriched	DiseaseEnriched
Chitinibacter_tainanensis	Ruminococcus_gnavus	0	DiseaseEnriched	DiseaseEnriched
Chitinibacter_tainanensis	Sediminibacterium_salmoneum	0	DiseaseEnriched	DiseaseEnriched
Chitinibacter_tainanensis	Shewanella_amazonensis	0	DiseaseEnriched	DiseaseEnriched
Chitinibacter_tainanensis	Veillonella_dispar	0	DiseaseEnriched	DiseaseEnriched
Chitinibacter_tainanensis	Veillonella_parvula	0	DiseaseEnriched	DiseaseEnriched
Clostridium_innocuum	Bifidobacterium	1	DiseaseEnriched	DiseaseEnriched
Clostridium_innocuum	Chitinibacter	0	DiseaseEnriched	DiseaseEnriched
Clostridium_innocuum	Gemella	0	DiseaseEnriched	DiseaseEnriched
Clostridium_innocuum	Megamonas	0	DiseaseEnriched	DiseaseEnriched
Clostridium_innocuum	Methylobacterium	0	DiseaseEnriched	DiseaseEnriched
Clostridium_innocuum	Parabacteroides	0	DiseaseEnriched	DiseaseEnriched
Clostridium_innocuum	Veillonella	0	DiseaseEnriched	DiseaseEnriched
Clostridium_innocuum	Bacteroides_coprocola	0	DiseaseEnriched	DiseaseEnriched
Clostridium_innocuum	Bacteroides_fragilis	0	DiseaseEnriched	DiseaseEnriched
Clostridium_innocuum	Bacteroides_thetaiotaomicron	0	DiseaseEnriched	DiseaseEnriched
Clostridium_innocuum	Bacteroides_vulgatus	0	DiseaseEnriched	DiseaseEnriched
Clostridium_innocuum	Bifidobacterium_breve	0	DiseaseEnriched	DiseaseEnriched
Clostridium_innocuum	Bifidobacterium_longum	1	DiseaseEnriched	DiseaseEnriched
Clostridium_innocuum	Chitinibacter_tainanensis	0	DiseaseEnriched	DiseaseEnriched
Clostridium_innocuum	Clostridium_ramosum	1	DiseaseEnriched	DiseaseEnriched
Clostridium_innocuum	Gemella_haemolysans	0	DiseaseEnriched	DiseaseEnriched
Clostridium_innocuum	Lactobacillus_delbrueckii	0	DiseaseEnriched	DiseaseEnriched
Clostridium_innocuum	Megamonas_funiformis	0	DiseaseEnriched	DiseaseEnriched
Clostridium_innocuum	Methylobacterium_aquaticum	0	DiseaseEnriched	DiseaseEnriched
Clostridium_innocuum	Parabacteroides_distasonis	0	DiseaseEnriched	DiseaseEnriched
Clostridium_innocuum	Ruminococcus_gnavus	1	DiseaseEnriched	DiseaseEnriched
Clostridium_innocuum	Veillonella_parvula	0	DiseaseEnriched	DiseaseEnriched
Clostridium_lactatifermentans	Odoribacter	1	Peripheral	Peripheral
Clostridium_lactatifermentans	Oscillibacter	1	Peripheral	Peripheral
Clostridium_lactatifermentans	Eubacterium_eligens	0	Peripheral	Peripheral
Clostridium_lactatifermentans	Eubacterium_rectale	0	Peripheral	Core
Clostridium_lactatifermentans	Oscillibacter_valericigenes	1	Peripheral	Peripheral
Clostridium_lactatifermentans	Ruminococcus_bromii	0	Peripheral	Peripheral
Clostridium_lactatifermentans	Ruminococcus_callidus	0	Peripheral	Peripheral
Clostridium_lactatifermentans	Parengyodontium	0	Peripheral	Fungome
Clostridium_ramosum	Hydrotalea	0	DiseaseEnriched	DiseaseEnriched
Clostridium_ramosum	Methylobacterium	0	DiseaseEnriched	DiseaseEnriched
Clostridium_ramosum	Streptococcus	0	DiseaseEnriched	DiseaseEnriched
Clostridium_ramosum	Bacteroides_fragilis	1	DiseaseEnriched	DiseaseEnriched
Clostridium_ramosum	Bifidobacterium_breve	1	DiseaseEnriched	DiseaseEnriched
Clostridium_ramosum	Clostridium_innocuum	1	DiseaseEnriched	DiseaseEnriched
Clostridium_ramosum	Hydrotalea_flava	0	DiseaseEnriched	DiseaseEnriched
Clostridium_ramosum	Lactobacillus_delbrueckii	0	DiseaseEnriched	DiseaseEnriched
Clostridium_ramosum	Methylobacterium_aquaticum	0	DiseaseEnriched	DiseaseEnriched
Clostridium_ramosum	Parabacteroides_distasonis	0	DiseaseEnriched	DiseaseEnriched
Clostridium_ramosum	Ruminococcus_gnavus	1	DiseaseEnriched	DiseaseEnriched
Clostridium_ramosum	Streptococcus_thermophilus	0	DiseaseEnriched	DiseaseEnriched
Collinsella_aerofaciens	Alloprevotella	0	Core	DiseaseEnriched
Collinsella_aerofaciens	Anaerostipes	0	Core	Core
Collinsella_aerofaciens	Collinsella	0	Core	Core
Collinsella_aerofaciens	Dorea	1	Core	Core
Collinsella_aerofaciens	Gemmiger	1	Core	Core
Collinsella_aerofaciens	Hydrotalea	0	Core	DiseaseEnriched
Collinsella_aerofaciens	Methylobacterium	0	Core	DiseaseEnriched
Collinsella_aerofaciens	Roseburia	1	Core	Core
Collinsella_aerofaciens	Dorea_longicatena	1	Core	Core
Collinsella_aerofaciens	Eubacterium_desmolans	0	Core	Core
Collinsella_aerofaciens	Eubacterium_hallii	1	Core	Core
Collinsella_aerofaciens	Eubacterium_ramulus	0	Core	Core
Collinsella_aerofaciens	Hydrotalea_flava	0	Core	DiseaseEnriched
Collinsella_aerofaciens	Methylobacterium_aquaticum	0	Core	DiseaseEnriched
Collinsella_aerofaciens	Ruminococcus_obeum	1	Core	Core
Coprococcus_catus	Alistipes	0	Core	Peripheral
Coprococcus_catus	Anaerostipes	0	Core	Core
Coprococcus_catus	Blautia	0	Core	Core
Coprococcus_catus	Coprococcus	1	Core	Core
Coprococcus_catus	Roseburia	0	Core	Core
Coprococcus_catus	Blautia_faecis	1	Core	Core
Coprococcus_catus	Blautia_luti	1	Core	Core
Coprococcus_catus	Coprococcus_comes	1	Core	Core
Coprococcus_catus	Dorea_formicigenerans	1	Core	Core
Coprococcus_catus	Dorea_longicatena	0	Core	Core
Coprococcus_catus	Eubacterium_desmolans	0	Core	Core
Coprococcus_catus	Eubacterium_ramulus	1	Core	Core
Coprococcus_catus	Eubacterium_rectale	0	Core	Core
Coprococcus_catus	Eubacterium_siraeum	0	Core	Peripheral
Coprococcus_catus	Roseburia_inulinivorans	0	Core	Core
Coprococcus_catus	Ruminococcus_bromii	1	Core	Peripheral
Coprococcus_catus	Ruminococcus_callidus	1	Core	Peripheral
Coprococcus_catus	Ruminococcus_lactaris	1	Core	Core
Coprococcus_catus	Ruminococcus_obeum	1	Core	Core
Coprococcus_catus	Ruminococcus_torques	1	Core	Core
Coprococcus_comes	Blautia	0	Core	Core
Coprococcus_comes	Butyricicoccus	0	Core	Core
Coprococcus_comes	Coprococcus	1	Core	Core
Coprococcus_comes	Roseburia	0	Core	Core
Coprococcus_comes	Blautia_faecis	1	Core	Core
Coprococcus_comes	Blautia_luti	1	Core	Core
Coprococcus_comes	Coprococcus_catus	1	Core	Core
Coprococcus_comes	Dorea_formicigenerans	1	Core	Core
Coprococcus_comes	Eubacterium_desmolans	0	Core	Core
Coprococcus_comes	Eubacterium_ramulus	1	Core	Core
Coprococcus_comes	Eubacterium_rectale	1	Core	Core
Coprococcus_comes	Parabacteroides_merdae	0	Core	Peripheral
Coprococcus_comes	Roseburia_inulinivorans	0	Core	Core
Coprococcus_comes	Ruminococcus_torques	1	Core	Core
Dialister_succinatiphilus	Blautia	0	Core	Core
Dialister_succinatiphilus	Coprococcus	0	Core	Core
Dialister_succinatiphilus	Dialister	0	Core	Core
Dialister_succinatiphilus	Dorea	0	Core	Core
Dialister_succinatiphilus	Eubacterium	0	Core	Core
Dialister_succinatiphilus	Blautia_faecis	0	Core	Core
Dialister_succinatiphilus	Blautia_luti	0	Core	Core
Dialister_succinatiphilus	Coprococcus_catus	0	Core	Core
Dialister_succinatiphilus	Dorea_formicigenerans	0	Core	Core
Dialister_succinatiphilus	Eubacterium_desmolans	0	Core	Core
Dialister_succinatiphilus	Eubacterium_rectale	0	Core	Core
Dialister_succinatiphilus	Roseburia_inulinivorans	0	Core	Core
Dialister_succinatiphilus	Ruminococcus_torques	0	Core	Core
Dorea_formicigenerans	Blautia	1	Core	Core
Dorea_formicigenerans	Coprococcus	1	Core	Core
Dorea_formicigenerans	Dialister	0	Core	Core
Dorea_formicigenerans	Dorea	1	Core	Core
Dorea_formicigenerans	Eubacterium	1	Core	Core
Dorea_formicigenerans	Faecalibacterium	1	Core	Core
Dorea_formicigenerans	Gemmiger	1	Core	Core
Dorea_formicigenerans	Roseburia	1	Core	Core
Dorea_formicigenerans	Blautia_faecis	1	Core	Core
Dorea_formicigenerans	Blautia_luti	1	Core	Core
Dorea_formicigenerans	Coprococcus_catus	1	Core	Core
Dorea_formicigenerans	Coprococcus_comes	1	Core	Core
Dorea_formicigenerans	Dorea_longicatena	1	Core	Core
Dorea_formicigenerans	Eubacterium_biforme	1	Core	Core
Dorea_formicigenerans	Eubacterium_desmolans	1	Core	Core
Dorea_formicigenerans	Eubacterium_hallii	1	Core	Core
Dorea_formicigenerans	Eubacterium_ramulus	1	Core	Core
Dorea_formicigenerans	Eubacterium_rectale	1	Core	Core
Dorea_formicigenerans	Roseburia_inulinivorans	1	Core	Core
Dorea_formicigenerans	Ruminococcus_torques	1	Core	Core
Dorea_longicatena	Anaerostipes	1	Core	Core
Dorea_longicatena	Blautia	0	Core	Core
Dorea_longicatena	Collinsella	1	Core	Core
Dorea_longicatena	Coprococcus	1	Core	Core
Dorea_longicatena	Dialister	0	Core	Core
Dorea_longicatena	Dorea	1	Core	Core
Dorea_longicatena	Eubacterium	1	Core	Core
Dorea_longicatena	Faecalibacterium	1	Core	Core
Dorea_longicatena	Gemmiger	0	Core	Core
Dorea_longicatena	Roseburia	1	Core	Core
Dorea_longicatena	Blautia_faecis	0	Core	Core
Dorea_longicatena	Blautia_luti	0	Core	Core
Dorea_longicatena	Collinsella_aerofaciens	1	Core	Core
Dorea_longicatena	Coprococcus_catus	0	Core	Core
Dorea_longicatena	Coprococcus_comes	1	Core	Core
Dorea_longicatena	Dorea_formicigenerans	1	Core	Core
Dorea_longicatena	Eubacterium_desmolans	1	Core	Core
Dorea_longicatena	Eubacterium_hallii	1	Core	Core
Dorea_longicatena	Eubacterium_ramulus	1	Core	Core
Dorea_longicatena	Eubacterium_rectale	0	Core	Core
Dorea_longicatena	Roseburia_inulinivorans	1	Core	Core
Dorea_longicatena	Ruminococcus_obeum	1	Core	Core
Dorea_longicatena	Ruminococcus_torques	1	Core	Core
Escherichia_coli	Bifidobacterium	0	DiseaseEnriched	DiseaseEnriched
Escherichia_coli	Escherichia	0	DiseaseEnriched	DiseaseEnriched
Escherichia_coli	Gemella	0	DiseaseEnriched	DiseaseEnriched
Escherichia_coli	Hydrotalea	0	DiseaseEnriched	DiseaseEnriched
Escherichia_coli	Methylobacterium	0	DiseaseEnriched	DiseaseEnriched
Escherichia_coli	Parabacteroides	0	DiseaseEnriched	DiseaseEnriched
Escherichia_coli	Sediminibacterium	0	DiseaseEnriched	DiseaseEnriched
Escherichia_coli	Streptococcus	0	DiseaseEnriched	DiseaseEnriched
Escherichia_coli	Veillonella	0	DiseaseEnriched	DiseaseEnriched
Escherichia_coli	Bacteroides_coprocola	0	DiseaseEnriched	DiseaseEnriched
Escherichia_coli	Bacteroides_fragilis	0	DiseaseEnriched	DiseaseEnriched
Escherichia_coli	Bacteroides_thetaiotaomicron	0	DiseaseEnriched	DiseaseEnriched
Escherichia_coli	Bacteroides_vulgatus	0	DiseaseEnriched	DiseaseEnriched
Escherichia_coli	Bifidobacterium_breve	0	DiseaseEnriched	DiseaseEnriched
Escherichia_coli	Bifidobacterium_longum	0	DiseaseEnriched	DiseaseEnriched
Escherichia_coli	Gemella_haemolysans	0	DiseaseEnriched	DiseaseEnriched
Escherichia_coli	Hydrotalea_flava	0	DiseaseEnriched	DiseaseEnriched
Escherichia_coli	Lactobacillus_delbrueckii	0	DiseaseEnriched	DiseaseEnriched
Escherichia_coli	Methylobacterium_aquaticum	0	DiseaseEnriched	DiseaseEnriched
Escherichia_coli	Parabacteroides_distasonis	0	DiseaseEnriched	DiseaseEnriched
Escherichia_coli	Ruminococcus_gnavus	0	DiseaseEnriched	DiseaseEnriched
Escherichia_coli	Sediminibacterium_salmoneum	0	DiseaseEnriched	DiseaseEnriched
Escherichia_coli	Streptococcus_thermophilus	0	DiseaseEnriched	DiseaseEnriched
Escherichia_coli	Veillonella_dispar	0	DiseaseEnriched	DiseaseEnriched
Eubacterium_biforme	Blautia	0	Core	Core
Eubacterium_biforme	Coprococcus	1	Core	Core
Eubacterium_biforme	Dorea	1	Core	Core
Eubacterium_biforme	Eubacterium	0	Core	Core
Eubacterium_biforme	Faecalibacterium	0	Core	Core
Eubacterium_biforme	Blautia_faecis	0	Core	Core
Eubacterium_biforme	Dorea_formicigenerans	1	Core	Core
Eubacterium_biforme	Ruminococcus_obeum	0	Core	Core
Eubacterium_desmolans	Anaerostipes	1	Core	Core
Eubacterium_desmolans	Blautia	1	Core	Core
Eubacterium_desmolans	Collinsella	0	Core	Core
Eubacterium_desmolans	Coprococcus	0	Core	Core
Eubacterium_desmolans	Dialister	0	Core	Core
Eubacterium_desmolans	Dorea	1	Core	Core
Eubacterium_desmolans	Eubacterium	1	Core	Core
Eubacterium_desmolans	Faecalibacterium	1	Core	Core
Eubacterium_desmolans	Gemmiger	1	Core	Core
Eubacterium_desmolans	Roseburia	1	Core	Core
Eubacterium_desmolans	Blautia_faecis	1	Core	Core
Eubacterium_desmolans	Blautia_luti	0	Core	Core
Eubacterium_desmolans	Collinsella_aerofaciens	0	Core	Core
Eubacterium_desmolans	Coprococcus_catus	0	Core	Core
Eubacterium_desmolans	Coprococcus_comes	0	Core	Core
Eubacterium_desmolans	Dialister_succinatiphilus	0	Core	Core
Eubacterium_desmolans	Dorea_formicigenerans	1	Core	Core
Eubacterium_desmolans	Dorea_longicatena	1	Core	Core
Eubacterium_desmolans	Eubacterium_hallii	1	Core	Core
Eubacterium_desmolans	Eubacterium_ramulus	1	Core	Core
Eubacterium_desmolans	Eubacterium_rectale	1	Core	Core
Eubacterium_desmolans	Roseburia_inulinivorans	1	Core	Core
Eubacterium_desmolans	Ruminococcus_obeum	1	Core	Core
Eubacterium_desmolans	Ruminococcus_torques	0	Core	Core
Eubacterium_eligens	Odoribacter	1	Peripheral	Peripheral
Eubacterium_eligens	Oscillibacter	1	Peripheral	Peripheral
Eubacterium_eligens	Roseburia	1	Peripheral	Core
Eubacterium_eligens	Clostridium_lactatifermentans	0	Peripheral	Peripheral
Eubacterium_eligens	Eubacterium_ramulus	0	Peripheral	Core
Eubacterium_eligens	Eubacterium_rectale	1	Peripheral	Core
Eubacterium_eligens	Odoribacter_splanchnicus	1	Peripheral	Peripheral
Eubacterium_eligens	Oscillibacter_valericigenes	1	Peripheral	Peripheral
Eubacterium_eligens	Roseburia_inulinivorans	1	Peripheral	Core
Eubacterium_eligens	Ruminococcus_bromii	1	Peripheral	Peripheral
Eubacterium_eligens	Ruminococcus_callidus	1	Peripheral	Peripheral
Eubacterium_eligens	Ruminococcus_lactaris	0	Peripheral	Core
Eubacterium_hallii	Anaerostipes	1	Core	Core
Eubacterium_hallii	Blautia	1	Core	Core
Eubacterium_hallii	Coprococcus	0	Core	Core
Eubacterium_hallii	Dorea	1	Core	Core
Eubacterium_hallii	Eubacterium	0	Core	Core
Eubacterium_hallii	Faecalibacterium	1	Core	Core
Eubacterium_hallii	Gemmiger	0	Core	Core
Eubacterium_hallii	Blautia_faecis	1	Core	Core
Eubacterium_hallii	Blautia_luti	1	Core	Core
Eubacterium_hallii	Coprococcus_catus	1	Core	Core
Eubacterium_hallii	Dorea_formicigenerans	1	Core	Core
Eubacterium_hallii	Dorea_longicatena	1	Core	Core
Eubacterium_hallii	Eubacterium_desmolans	1	Core	Core
Eubacterium_hallii	Roseburia_inulinivorans	1	Core	Core
Eubacterium_hallii	Ruminococcus_obeum	1	Core	Core
Eubacterium_hallii	Ruminococcus_torques	1	Core	Core
Eubacterium_ramulus	Anaerostipes	1	Core	Core
Eubacterium_ramulus	Blautia	0	Core	Core
Eubacterium_ramulus	Butyricicoccus	0	Core	Core
Eubacterium_ramulus	Collinsella	0	Core	Core
Eubacterium_ramulus	Coprococcus	1	Core	Core
Eubacterium_ramulus	Dorea	1	Core	Core
Eubacterium_ramulus	Gemmiger	1	Core	Core
Eubacterium_ramulus	Roseburia	1	Core	Core
Eubacterium_ramulus	Blautia_faecis	1	Core	Core
Eubacterium_ramulus	Blautia_luti	1	Core	Core
Eubacterium_ramulus	Collinsella_aerofaciens	0	Core	Core
Eubacterium_ramulus	Coprococcus_catus	1	Core	Core
Eubacterium_ramulus	Coprococcus_comes	1	Core	Core
Eubacterium_ramulus	Dorea_formicigenerans	1	Core	Core
Eubacterium_ramulus	Dorea_longicatena	1	Core	Core
Eubacterium_ramulus	Eubacterium_desmolans	1	Core	Core
Eubacterium_ramulus	Eubacterium_eligens	0	Core	Peripheral
